Название,Марка,Модель,"Пробег, км","Мощность двигателя, л","Мощность двигателя, л.с",Год выпуска,"Цена от, руб","Цена до, руб",Цвет кузова,Коробка передач,Привод,Тип топлива,Город продажи
Haval Jolion I Рестайлинг,Haval,Jolion I Рестайлинг,Новый,1.5,150,2025,2 450 000 ,Not available,Tech+,робот,полный,Бензин,Химки
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,36,2.0,238,2025,4 050 000,4 050 000,зелёный,автомат,полный,Бензин,Москва
Geely Cityray,Geely,Cityray,42,1.5,147,2024,2 245 000,2 245 000,серый,робот,передний,Бензин,Москва
Haval F7 I Рестайлинг,Haval,F7 I Рестайлинг,5 000,2.0,190,2023,Not available,Not available,синий,робот,полный,Бензин,Москва
Chery Tiggo 7 I,Chery,Tiggo 7 I,72 000,1.5,152,2020,649 000,649 000,серебристый,механика,передний,Бензин,Москва
Geely Cityray,Geely,Cityray,42,1.5,147,2024,2 245 000,2 245 000,серый,робот,передний,Бензин,Москва
Geely Atlas Pro,Geely,Atlas Pro,10 000,1.5,177,2022,1 386 000,1 386 000,жёлтый,автомат,передний,Бензин,Москва
Chery Tiggo 4 I Рестайлинг,Chery,Tiggo 4 I Рестайлинг,81 758,1.5,113,2022,1 046 000,1 046 000,серый,вариатор,передний,Бензин,Москва
Haval M6 II,Haval,M6 II,10 487,1.5,143,2024,Not available,Not available,чёрный,робот,передний,Бензин,Северо-Западный административный округ
Chery Tiggo 8 Pro Max I,Chery,Tiggo 8 Pro Max I,118 706,2.0,197,2023,1 550 000,1 550 000,белый,робот,полный,Бензин,Тимохово
Chery Tiggo 4 Pro I,Chery,Tiggo 4 Pro I,16 000,1.5,147,2022,1 840 000,1 840 000,серебристый,робот,передний,Бензин,Королёв
Geely Boyue Cool,Geely,Boyue Cool,5 000,1.5,174,2024,1 750 000,1 750 000,белый,робот,передний,Бензин,Москва
Geely Jiaji L I Рестайлинг,Geely,Jiaji L I Рестайлинг,10,1.5,181,2024,2 699 999,2 699 999,серый,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,5,2.0,238,2024,3 590 000,3 590 000,серебристый,автомат,полный,Бензин,Москва
Geely Icon,Geely,Icon,1,1.5,181,2024,2 699 999,2 699 999,белый,робот,передний,Бензин,Москва
Geely Atlas Pro,Geely,Atlas Pro,58 000,1.5,177,2022,2 100 000,2 100 000,синий,робот,полный,Бензин,Одинцово
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,10,2.0,238,2025,3 750 000,3 750 000,зелёный,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,1,2.0,238,2025,3 300 000,3 300 000,зелёный,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,10,2.0,238,2025,3 830 000,3 830 000,чёрный,автомат,полный,Бензин,Москва
Chery Tiggo 8 Pro Max I Рестайлинг,Chery,Tiggo 8 Pro Max I Рестайлинг,Новый,1.6,186,2024,2 534 000 ,Not available,Dreamline FWD,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I,Geely,Monjaro (Xingyue L) I,Новый,2.0,238,2024,3 852 190 ,Not available,Flagship (Xingyue L),автомат,полный,Бензин,Москва
Geely Tugella I Рестайлинг,Geely,Tugella I Рестайлинг,Новый,2.0,238,2024,3 283 192 ,Not available,Flagship Sport,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I,Geely,Monjaro (Xingyue L) I,1,2.0,238,2024,3 200 000,3 200 000,серебристый,автомат,полный,Бензин,Москва
Geely Coolray (Binyue Cool) I Рестайлинг,Geely,Coolray (Binyue Cool) I Рестайлинг,1,1.5,174,2024,2 140 000,2 140 000,белый,робот,передний,Бензин,Москва
Chery Tiggo 4 I Рестайлинг 2,Chery,Tiggo 4 I Рестайлинг 2,Новый,1.5,147,2025,1 876 000 ,Not available,Ultra,робот,передний,Бензин,Москва
Chery Tiggo 8 Pro Max I Рестайлинг,Chery,Tiggo 8 Pro Max I Рестайлинг,Новый,1.6,186,2024,2 637 950 ,Not available,Dreamline FWD,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,1,2.0,238,2025,3 300 000,3 300 000,серебристый,автомат,полный,Бензин,Москва
Geely Monjaro I,Geely,Monjaro I,Новый,2.0,238,2024,3 904 643 ,Not available,Exclusive,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,1,2.0,238,2025,3 300 000,3 300 000,серый,автомат,полный,Бензин,Москва
Chery Tiggo 4 I Рестайлинг 2,Chery,Tiggo 4 I Рестайлинг 2,Новый,1.5,147,2025,1 603 000 ,Not available,Active,робот,передний,Бензин,Балашиха
Chery Tiggo 9 I,Chery,Tiggo 9 I,Новый,2.0,249,2024,3 535 000 ,Not available,Ultra,автомат,полный,Бензин,Балашиха
Haval F7 II,Haval,F7 II,Новый,2.0,192,2024,3 299 000 ,Not available,Tech Plus,робот,полный,Бензин,Тула (170 км от Москвы)
Haval H7 I,Haval,H7 I,Новый,2.0,192,2025,3 399 000 ,Not available,Premium,робот,полный,Бензин,Тула (170 км от Москвы)
Chery Tiggo 4 I Рестайлинг 2,Chery,Tiggo 4 I Рестайлинг 2,Новый,1.5,147,2024,1 922 253 ,Not available,Ultra,робот,передний,Бензин,Балашиха
Geely Cityray,Geely,Cityray,42,1.5,147,2024,2 245 000,2 245 000,серый,робот,передний,Бензин,Москва
Geely Emgrand II,Geely,Emgrand II,1 267,1.5,122,2023,1 790 000,1 790 000,синий,автомат,передний,Бензин,Москва
Chery Tiggo 7 I,Chery,Tiggo 7 I,72 000,1.5,152,2020,649 000,649 000,серебристый,механика,передний,Бензин,Москва
Geely Atlas Pro,Geely,Atlas Pro,10 000,1.5,177,2022,1 386 000,1 386 000,жёлтый,автомат,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,36,2.0,238,2025,4 050 000,4 050 000,зелёный,автомат,полный,Бензин,Москва
Chery Tiggo 7 Pro Max I Рестайлинг,Chery,Tiggo 7 Pro Max I Рестайлинг,6 128,1.6,150,2024,2 457 000,2 457 000,чёрный,робот,полный,Бензин,Москва
Haval H9 I Рестайлинг,Haval,H9 I Рестайлинг,119 838,2.0,190,2019,Not available,Not available,зелёный,автомат,полный,Дизель,Москва
Geely Coolray I,Geely,Coolray I,40 000,1.5,150,2022,Not available,Not available,белый,робот,передний,Бензин,Москва
Chery Very (A13),Chery,Very (A13),136 000,1.5,109,2011,319 000,319 000,чёрный,механика,передний,Бензин,Вербилки
Chery Tiggo 8 Pro Max I,Chery,Tiggo 8 Pro Max I,118 706,2.0,197,2023,1 550 000,1 550 000,белый,робот,полный,Бензин,Тимохово
Haval M6 II,Haval,M6 II,10 487,1.5,143,2024,Not available,Not available,чёрный,робот,передний,Бензин,Северо-Западный административный округ
Geely Atlas II,Geely,Atlas II,18 378,2.0,200,2024,2 970 000,2 970 000,чёрный,автомат,полный,Бензин,Исаково
Geely Coolray I Рестайлинг,Geely,Coolray I Рестайлинг,15,1.5,172,2024,2 490 000,2 490 000,белый,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,5,2.0,238,2025,3 400 000,3 400 000,серый,автомат,полный,Бензин,Москва
Geely Icon,Geely,Icon,1,1.5,181,2024,2 699 999,2 699 999,голубой,робот,передний,Бензин,Москва
Geely Jiaji L I Рестайлинг,Geely,Jiaji L I Рестайлинг,10,1.5,181,2024,2 699 999,2 699 999,серый,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,5,2.0,238,2024,3 590 000,3 590 000,серебристый,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,10,2.0,238,2025,3 830 000,3 830 000,чёрный,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,10,2.0,238,2025,3 830 000,3 830 000,серебристый,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,10,2.0,238,2025,3 750 000,3 750 000,зелёный,автомат,полный,Бензин,Москва
Geely Coolray I Рестайлинг,Geely,Coolray I Рестайлинг,10,1.5,147,2024,2 400 000,2 400 000,серебристый,робот,передний,Бензин,Москва
Geely Coolray (Binyue Cool) I Рестайлинг,Geely,Coolray (Binyue Cool) I Рестайлинг,1,1.5,174,2024,2 140 000,2 140 000,белый,робот,передний,Бензин,Москва
Chery Tiggo 4 I Рестайлинг 2,Chery,Tiggo 4 I Рестайлинг 2,Новый,1.5,147,2025,1 876 000 ,Not available,Ultra,робот,передний,Бензин,Москва
Chery Tiggo 8 Pro Max I Рестайлинг,Chery,Tiggo 8 Pro Max I Рестайлинг,Новый,1.6,186,2024,2 637 950 ,Not available,Dreamline FWD,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,1,2.0,238,2025,3 300 000,3 300 000,серебристый,автомат,полный,Бензин,Москва
Geely Monjaro I,Geely,Monjaro I,Новый,2.0,238,2024,3 904 643 ,Not available,Exclusive,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,1,2.0,238,2025,3 300 000,3 300 000,серый,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,1,2.0,238,2025,3 300 000,3 300 000,белый,автомат,полный,Бензин,Москва
Geely Coolray (Binyue Cool) I Рестайлинг,Geely,Coolray (Binyue Cool) I Рестайлинг,1,1.5,174,2025,2 249 000,2 249 000,серый,робот,передний,Бензин,Москва
Haval M6 I Рестайлинг,Haval,M6 I Рестайлинг,52 465,1.5,150,2021,1 192 000,1 192 000,чёрный,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I,Geely,Monjaro (Xingyue L) I,58 000,2.0,238,2022,2 259 000,2 259 000,серый,автомат,полный,Бензин,Москва
Chery Tiggo 4 I Рестайлинг 2,Chery,Tiggo 4 I Рестайлинг 2,Новый,1.5,147,2025,1 603 000 ,Not available,Active,робот,передний,Бензин,Балашиха
Chery Tiggo 9 I,Chery,Tiggo 9 I,Новый,2.0,249,2024,3 535 000 ,Not available,Ultra,автомат,полный,Бензин,Балашиха
Haval F7 II,Haval,F7 II,Новый,2.0,192,2024,3 299 000 ,Not available,Tech Plus,робот,полный,Бензин,Тула (170 км от Москвы)
Haval H7 I,Haval,H7 I,Новый,2.0,192,2025,3 399 000 ,Not available,Premium,робот,полный,Бензин,Тула (170 км от Москвы)
Chery Tiggo 4 I Рестайлинг 2,Chery,Tiggo 4 I Рестайлинг 2,Новый,1.5,147,2024,1 922 253 ,Not available,Ultra,робот,передний,Бензин,Балашиха
Geely Cityray,Geely,Cityray,42,1.5,147,2024,2 245 000,2 245 000,серый,робот,передний,Бензин,Москва
Geely Emgrand II,Geely,Emgrand II,1 267,1.5,122,2023,1 790 000,1 790 000,синий,автомат,передний,Бензин,Москва
Chery Tiggo 7 I,Chery,Tiggo 7 I,72 000,1.5,152,2020,649 000,649 000,серебристый,механика,передний,Бензин,Москва
Geely Atlas Pro,Geely,Atlas Pro,10 000,1.5,177,2022,1 386 000,1 386 000,жёлтый,автомат,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,36,2.0,238,2025,4 050 000,4 050 000,зелёный,автомат,полный,Бензин,Москва
Chery Tiggo 7 Pro Max I Рестайлинг,Chery,Tiggo 7 Pro Max I Рестайлинг,6 128,1.6,150,2024,2 457 000,2 457 000,чёрный,робот,полный,Бензин,Москва
Haval H9 I Рестайлинг,Haval,H9 I Рестайлинг,119 838,2.0,190,2019,Not available,Not available,зелёный,автомат,полный,Дизель,Москва
Geely Coolray I,Geely,Coolray I,40 000,1.5,150,2022,Not available,Not available,белый,робот,передний,Бензин,Москва
Chery Very (A13),Chery,Very (A13),136 000,1.5,109,2011,319 000,319 000,чёрный,механика,передний,Бензин,Вербилки
Chery Tiggo 8 Pro Max I,Chery,Tiggo 8 Pro Max I,118 706,2.0,197,2023,1 550 000,1 550 000,белый,робот,полный,Бензин,Тимохово
Haval M6 II,Haval,M6 II,10 487,1.5,143,2024,Not available,Not available,чёрный,робот,передний,Бензин,Северо-Западный административный округ
Geely Atlas II,Geely,Atlas II,18 378,2.0,200,2024,2 970 000,2 970 000,чёрный,автомат,полный,Бензин,Исаково
Geely Coolray I Рестайлинг,Geely,Coolray I Рестайлинг,15,1.5,172,2024,2 490 000,2 490 000,белый,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,5,2.0,238,2025,3 400 000,3 400 000,серый,автомат,полный,Бензин,Москва
Geely Icon,Geely,Icon,1,1.5,181,2024,2 699 999,2 699 999,голубой,робот,передний,Бензин,Москва
Geely Jiaji L I Рестайлинг,Geely,Jiaji L I Рестайлинг,10,1.5,181,2024,2 699 999,2 699 999,серый,робот,передний,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,5,2.0,238,2024,3 590 000,3 590 000,серебристый,автомат,полный,Бензин,Москва
Geely Monjaro (Xingyue L) I Рестайлинг,Geely,Monjaro (Xingyue L) I Рестайлинг,10,2.0,238,2025,3 830 000,3 830 000,чёрный,автомат,полный,Бензин,Москва
